ens_id	chr	start	end	strand	cpg_den	cpg_sum
ENSMUSG00000002396	chr8	71372829	71377829	+	0.0246	123
ENSMUSG00000002409	chr7	28180881	28185881	+	0.0234	117
ENSMUSG00000002413	chr6	39661850	39666850	-	0.0072	36
ENSMUSG00000002416	chr6	39595478	39600478	+	0.0108	54
ENSMUSG00000002428	chr3	20085650	20090650	+	0.0098	49
ENSMUSG00000002455	chr2	181621264	181626264	+	0.0068	34
ENSMUSG00000002458	chr2	181688698	181693698	-	0.0158	79
ENSMUSG00000002459	chr1	4987430	4992430	-	0.008	40
ENSMUSG00000002475	chr18	10673091	10678091	-	0.0052	26
ENSMUSG00000002477	chr18	10620513	10625513	+	0.005	25
ENSMUSG00000002486	chr5	114712543	114717543	+	0.0234	117
ENSMUSG00000002489	chr16	89881095	89886095	-	0.0198	99
ENSMUSG00000002496	chr17	24611723	24616723	-	0.0136	68
ENSMUSG00000002500	chr17	24729481	24734481	+	0.0152	76
ENSMUSG00000002504	chr17	24642293	24647293	-	0.0124	62
ENSMUSG00000002524	chr15	76073049	76078049	-	0.0096	48
ENSMUSG00000002546	chr2	32295152	32300152	+	0.0116	58
ENSMUSG00000002550	chr2	32255080	32260080	-	0.0228	114
ENSMUSG00000002565	chr12	40094498	40099498	-	0.0072	36
ENSMUSG00000002578	chr10	128635917	128640917	-	0.014	70
ENSMUSG00000002580	chr11	98435849	98440849	-	0.0224	112
ENSMUSG00000002588	chr6	5178518	5183518	-	0.008	40
ENSMUSG00000002602	chr7	25770489	25775489	-	0.0142	71
ENSMUSG00000002603	chr7	25693539	25698539	+	0.0156	78
ENSMUSG00000002608	chr7	25712597	25717597	-	0.02	100
ENSMUSG00000002617	chr17	23181060	23186060	-	0.0064	32
ENSMUSG00000002625	chr17	32333503	32338503	-	0.0206	103
ENSMUSG00000002633	chr5	28459535	28464535	-	0.0318	159
ENSMUSG00000002635	chr7	34188080	34193080	-	0.0096	48
ENSMUSG00000002658	chr17	57004846	57009846	-	0.011	55
ENSMUSG00000002660	chr17	56990817	56995817	+	0.0142	71
ENSMUSG00000002661	chr17	56995830	57000830	+	0.0198	99
ENSMUSG00000002664	chr17	56997237	57002237	-	0.0208	104
ENSMUSG00000002668	chr17	57069783	57074783	-	0.0182	91
ENSMUSG00000002679	chr12	81581782	81586782	-	0.018	90
ENSMUSG00000002688	chr12	50492664	50497664	-	0.0062	31
ENSMUSG00000002699	chr11	34067107	34072107	+	0.0086	43
ENSMUSG00000002718	chr2	166923714	166928714	+	0.0084	42
ENSMUSG00000002728	chr2	145906762	145911762	+	0.0058	29
ENSMUSG00000002731	chr2	76636456	76641456	-	0.008	40
ENSMUSG00000002732	chr2	76665580	76670580	-	0.0068	34
ENSMUSG00000002733	chr2	76683554	76688554	+	0.0134	67
ENSMUSG00000002741	chr11	5959236	5964236	+	0.0124	62
ENSMUSG00000002748	chr5	135214196	135219196	+	0.0104	52
ENSMUSG00000002763	chr17	46716002	46721002	+	0.013	65
ENSMUSG00000002767	chr17	46645684	46650684	+	0.033	165
ENSMUSG00000002768	chr17	46679621	46684621	+	0.0324	162
ENSMUSG00000002769	chr17	46724916	46729916	-	0.025	125
ENSMUSG00000002771	chr7	45852630	45857630	-	0.017	85
ENSMUSG00000002778	chr7	45875752	45880752	+	0.0108	54
ENSMUSG00000002781	chr7	45904677	45909677	+	0.0138	69
ENSMUSG00000002797	chr6	54985265	54990265	-	0.0122	61
ENSMUSG00000002799	chr12	112916297	112921297	-	0.0236	118
ENSMUSG00000002803	chr12	112975213	112980213	+	0.0296	148
ENSMUSG00000002804	chr12	112935707	112940707	-	0.0122	61
ENSMUSG00000002808	chr13	19603316	19608316	-	0.0034	17
ENSMUSG00000002812	chr11	60718193	60723193	-	0.016	80
ENSMUSG00000002814	chr11	60756211	60761211	-	0.0098	49
ENSMUSG00000002820	chr9	21269032	21274032	+	0.0142	71
ENSMUSG00000002825	chr9	21413555	21418555	+	0.0128	64
ENSMUSG00000002831	chr17	56102697	56107697	-	0.0104	52
ENSMUSG00000002833	chr17	56087620	56092620	+	0.0074	37
ENSMUSG00000002835	chr17	56051721	56056721	+	0.0066	33
ENSMUSG00000002844	chr16	38446544	38451544	-	0.0198	99
ENSMUSG00000002845	chr16	38572930	38577930	+	0.0082	41
ENSMUSG00000002846	chr16	38508005	38513005	-	0.0138	69
ENSMUSG00000002847	chr16	38412132	38417132	-	0.01	50
ENSMUSG00000002870	chr6	88888627	88893627	-	0.0196	98
ENSMUSG00000002871	chr6	88904744	88909744	+	0.013	65
ENSMUSG00000002881	chr1	52476486	52481486	-	0.0074	37
ENSMUSG00000002885	chr8	83729788	83734788	-	0.0128	64
ENSMUSG00000002897	chr6	120472903	120477903	+	0.0122	61
ENSMUSG00000002900	chr12	31294939	31299939	+	0.0134	67
ENSMUSG00000002908	chr8	70850153	70855153	-	0.0176	88
ENSMUSG00000002910	chr8	70834924	70839924	-	0.0354	177
ENSMUSG00000002930	chr6	56022593	56027593	+	0.0102	51
ENSMUSG00000002944	chr5	17832745	17837745	-	0.0028	14
ENSMUSG00000002948	chr8	4240818	4245818	+	0.014	70
ENSMUSG00000002949	chr8	4265322	4270322	-	0.0162	81
ENSMUSG00000002957	chr7	141595092	141600092	+	0.011	55
ENSMUSG00000002963	chr7	44857565	44862565	+	0.0218	109
ENSMUSG00000002968	chr7	44882238	44887238	-	0.0194	97
ENSMUSG00000002980	chr7	19761073	19766073	-	0.0202	101
ENSMUSG00000002981	chr7	19645802	19650802	-	0.0136	68
ENSMUSG00000002983	chr7	19615327	19620327	-	0.0212	106
ENSMUSG00000002984	chr7	19705875	19710875	-	0.0128	64
ENSMUSG00000002985	chr7	19695148	19700148	-	0.0258	129
ENSMUSG00000002992	chr7	19672260	19677260	-	0.0134	67
ENSMUSG00000002996	chr12	31935894	31940894	-	0.007	35
ENSMUSG00000002997	chr12	32007386	32012386	-	0.0104	52
ENSMUSG00000003031	chr6	134920457	134925457	+	0.0246	123
ENSMUSG00000003032	chr4	55527304	55532304	-	0.0388	194
ENSMUSG00000003033	chr8	72246201	72251201	+	0.0064	32
ENSMUSG00000003037	chr8	72170052	72175052	+	0.0078	39
ENSMUSG00000003038	chr4	133964194	133969194	-	0.0418	209
ENSMUSG00000003039	chr8	72219574	72224574	+	0.0154	77
ENSMUSG00000003051	chr1	135253571	135258571	-	0.0224	112
ENSMUSG00000003053	chr19	39297559	39302559	+	0.0034	17
ENSMUSG00000003062	chr13	19374235	19379235	-	0.0062	31
ENSMUSG00000003068	chr10	80120742	80125742	+	0.012	60
ENSMUSG00000003070	chr10	80182246	80187246	+	0.0252	126
ENSMUSG00000003072	chr10	80139725	80144725	+	0.0292	146
ENSMUSG00000003099	chr7	17013782	17018782	-	0.0094	47
ENSMUSG00000003119	chr11	98238281	98243281	+	0.0036	18
ENSMUSG00000003123	chr7	25386618	25391618	-	0.0152	76
ENSMUSG00000003131	chr9	45985274	45990274	-	0.0094	47
ENSMUSG00000003134	chr1	39422623	39427623	-	0.0156	78
ENSMUSG00000003135	chr1	39538440	39543440	+	0.01	50
ENSMUSG00000003153	chr6	122762224	122767224	-	0.0218	109
ENSMUSG00000003154	chr6	122830140	122835140	+	0.0132	66
ENSMUSG00000003161	chr5	8055228	8060228	+	0.0224	112
ENSMUSG00000003166	chr16	17864313	17869313	-	0.0104	52
ENSMUSG00000003184	chr7	44997748	45002748	+	0.025	125
ENSMUSG00000003190	chr7	44992467	44997467	-	0.0196	98
ENSMUSG00000003198	chr17	55893010	55898010	+	0.0038	19
ENSMUSG00000003199	chr17	56008750	56013750	+	0.0236	118
ENSMUSG00000003200	chr17	56024195	56029195	-	0.0072	36
ENSMUSG00000003206	chr17	55952322	55957322	+	0.0206	103
ENSMUSG00000003208	chr17	55961068	55966068	+	0.0182	91
ENSMUSG00000003226	chr10	58468138	58473138	+	0.0068	34
ENSMUSG00000003227	chr10	58635721	58640721	-	0.012	60
ENSMUSG00000003228	chr19	60988651	60993651	+	0.004	20
ENSMUSG00000003233	chr16	20522251	20527251	+	0.0182	91
ENSMUSG00000003234	chr16	20552478	20557478	+	0.0102	51
ENSMUSG00000003235	chr16	20501886	20506886	+	0.014	70
ENSMUSG00000003269	chr7	45808109	45813109	-	0.0172	86
ENSMUSG00000003271	chr7	45754826	45759826	-	0.014	70
ENSMUSG00000003273	chr7	45699762	45704762	+	0.029	145
ENSMUSG00000003279	chr17	70392743	70397743	+	0.013	65
ENSMUSG00000003282	chr4	3917209	3922209	-	0.0084	42
ENSMUSG00000003283	chr2	153127454	153132454	+	0.0092	46
ENSMUSG00000003299	chr9	21003288	21008288	+	0.0128	64
ENSMUSG00000003308	chr9	21232045	21237045	-	0.0204	102
ENSMUSG00000003309	chr9	21300806	21305806	-	0.0144	72
ENSMUSG00000003316	chr8	111204318	111209318	-	0.0082	41
ENSMUSG00000003341	chr10	80526854	80531854	-	0.0188	94
ENSMUSG00000003344	chr10	80647344	80652344	-	0.0158	79
ENSMUSG00000003345	chr10	80629293	80634293	+	0.0096	48
ENSMUSG00000003346	chr10	80584497	80589497	-	0.0184	92
ENSMUSG00000003348	chr10	80691115	80696115	-	0.018	90
ENSMUSG00000003352	chr15	98635875	98640875	+	0.0124	62
ENSMUSG00000003354	chr15	98713266	98718266	+	0.0124	62
ENSMUSG00000003355	chr15	98723785	98728785	-	0.0254	127
ENSMUSG00000003360	chr15	98651511	98656511	-	0.0188	94
ENSMUSG00000003363	chr7	27540109	27545109	-	0.0182	91
ENSMUSG00000003378	chr7	25038597	25043597	-	0.0116	58
ENSMUSG00000003379	chr7	24897289	24902289	+	0.014	70
ENSMUSG00000003380	chr7	24968753	24973753	-	0.0236	118
ENSMUSG00000003382	chr3	87530281	87535281	+	0.0128	64
ENSMUSG00000003402	chr9	22006014	22011014	+	0.0106	53
ENSMUSG00000003410	chr9	22031014	22036014	-	0.0136	68
ENSMUSG00000003411	chr4	108908693	108913693	+	0.008	40
ENSMUSG00000003418	chr2	13720042	13725042	-	0.0062	31
ENSMUSG00000003420	chr7	45095920	45100920	-	0.0164	82
ENSMUSG00000003421	chr7	45067819	45072819	+	0.0078	39
ENSMUSG00000003423	chr7	45154684	45159684	+	0.0192	96
ENSMUSG00000003429	chr7	45120909	45125909	-	0.0292	146
ENSMUSG00000003435	chr7	28324318	28329318	-	0.0122	61
ENSMUSG00000003436	chr7	28295395	28300395	-	0.0236	118
ENSMUSG00000003437	chr7	28393669	28398669	+	0.01	50
ENSMUSG00000003438	chr7	28306294	28311294	-	0.015	75
ENSMUSG00000003444	chr7	28386927	28391927	-	0.012	60
ENSMUSG00000003452	chr6	149483607	149488607	+	0.0042	21
ENSMUSG00000003458	chr1	172071904	172076904	-	0.0144	72
ENSMUSG00000003464	chr1	172129124	172134124	+	0.0146	73
ENSMUSG00000003469	chr14	70460654	70465654	+	0.0128	64
ENSMUSG00000003476	chr6	55109032	55114032	-	0.0088	44
ENSMUSG00000003477	chr6	55170334	55175334	-	0.011	55
ENSMUSG00000003484	chr8	71996554	72001554	-	0.0052	26
ENSMUSG00000003500	chr6	29205899	29210899	-	0.0124	62
ENSMUSG00000003505	chr7	18347715	18352715	-	0.0074	37
ENSMUSG00000003518	chr11	101976578	101981578	-	0.0132	66
ENSMUSG00000003526	chr16	18072780	18077780	-	0.0092	46
ENSMUSG00000003527	chr16	17903529	17908529	-	0.011	55
ENSMUSG00000003528	chr16	17924215	17929215	-	0.0374	187
ENSMUSG00000003531	chr16	18059746	18064746	+	0.0082	41
ENSMUSG00000003534	chr17	35690594	35695594	-	0.014	70
ENSMUSG00000003541	chr17	35819803	35824803	+	0.0336	168
ENSMUSG00000003545	chr7	19303873	19308873	-	0.0354	177
ENSMUSG00000003546	chr17	46635387	46640387	-	0.016	80
ENSMUSG00000003549	chr7	19348151	19353151	+	0.0146	73
ENSMUSG00000003555	chr19	46667569	46672569	-	0.0144	72
ENSMUSG00000003559	chr19	46721769	46726769	+	0.0132	66
ENSMUSG00000003573	chr8	70286094	70291094	+	0.0126	63
ENSMUSG00000003575	chr8	70408467	70413467	-	0.0122	61
ENSMUSG00000003581	chr11	4135687	4140687	+	0.0146	73
ENSMUSG00000003585	chr11	4107727	4112727	-	0.0148	74
ENSMUSG00000003604	chr2	112561268	112566268	+	0.008	40
ENSMUSG00000003617	chr3	19980599	19985599	+	0.0062	31
ENSMUSG00000003623	chr5	8979178	8984178	-	0.0116	58
ENSMUSG00000003644	chr4	133865043	133870043	-	0.0168	84
ENSMUSG00000003657	chr8	110150356	110155356	-	0.0176	88
ENSMUSG00000003660	chr2	127221918	127226918	+	0.008	40
ENSMUSG00000003662	chr2	127241877	127246877	-	0.009	45
ENSMUSG00000003665	chr17	17846758	17851758	-	0.0182	91
ENSMUSG00000003680	chr19	8776969	8781969	-	0.0102	51
ENSMUSG00000003721	chr1	121315971	121320971	-	0.0104	52
ENSMUSG00000003731	chr4	129655873	129660873	-	0.0102	51
ENSMUSG00000003746	chr10	53988197	53993197	-	0.0058	29
ENSMUSG00000003752	chr7	27215416	27220416	-	0.0128	64
ENSMUSG00000003762	chr7	27242986	27247986	+	0.0112	56
ENSMUSG00000003778	chr18	34609108	34614108	-	0.009	45
ENSMUSG00000003779	chr18	34626444	34631444	+	0.0168	84
ENSMUSG00000003808	chr8	84860623	84865623	+	0.0112	56
ENSMUSG00000003809	chr8	84887657	84892657	-	0.0092	46
ENSMUSG00000003810	chr4	116382972	116387972	-	0.0056	28
ENSMUSG00000003812	chr8	84913237	84918237	+	0.0238	119
ENSMUSG00000003813	chr8	84834842	84839842	-	0.0114	57
ENSMUSG00000003814	chr8	84841892	84846892	-	0.0174	87
ENSMUSG00000003824	chr8	84877666	84882666	+	0.005	25
ENSMUSG00000003847	chr8	107333993	107338993	+	0.004	20
ENSMUSG00000003848	chr8	107416268	107421268	-	0.0162	81
ENSMUSG00000003849	chr8	107393215	107398215	-	0.0122	61
ENSMUSG00000003863	chr7	45350570	45355570	-	0.0152	76
ENSMUSG00000003865	chr7	45443231	45448231	+	0.0146	73
ENSMUSG00000003868	chr7	45427428	45432428	-	0.0212	106
ENSMUSG00000003872	chr7	45366737	45371737	-	0.042	210
ENSMUSG00000003873	chr7	45461797	45466797	-	0.0212	106
ENSMUSG00000003882	chr15	9515482	9520482	-	0.0042	21
ENSMUSG00000003923	chr10	71229372	71234372	-	0.0112	56
ENSMUSG00000003929	chr17	33341610	33346610	-	0.0042	21
ENSMUSG00000003934	chr11	69554648	69559648	-	0.0162	81
ENSMUSG00000003948	chr11	90261522	90266522	+	0.0156	78
ENSMUSG00000003949	chr11	90361215	90366215	-	0.0116	58
ENSMUSG00000003955	chr16	36055179	36060179	-	0.0142	71
ENSMUSG00000003970	chr15	76902694	76907694	+	0.0264	132
ENSMUSG00000003974	chr5	9602855	9607855	-	0.0066	33
ENSMUSG00000003992	chr13	91579356	91584356	+	0.0032	16
ENSMUSG00000004018	chr11	26426505	26431505	+	0.0162	81
ENSMUSG00000004031	chr1	158298297	158303297	-	0.0092	46
ENSMUSG00000004032	chr3	107894753	107899753	+	0.019	95
ENSMUSG00000004035	chr3	107926575	107931575	-	0.013	65
ENSMUSG00000004038	chr3	107963989	107968989	-	0.0094	47
ENSMUSG00000004040	chr11	100909819	100914819	-	0.013	65
ENSMUSG00000004043	chr11	100869760	100874760	+	0.015	75
ENSMUSG00000004044	chr11	100961310	100966310	-	0.0128	64
ENSMUSG00000004054	chr19	5693496	5698496	+	0.0246	123
ENSMUSG00000004056	chr7	27613689	27618689	+	0.009	45
ENSMUSG00000004069	chr16	4671342	4676342	+	0.0082	41
ENSMUSG00000004070	chr16	4744051	4749051	+	0.0162	81
ENSMUSG00000004071	chr16	4767820	4772820	-	0.0052	26
ENSMUSG00000004085	chr2	72361623	72366623	+	0.0094	47
ENSMUSG00000004096	chr9	14503097	14508097	+	0.0112	56
ENSMUSG00000004098	chr9	20790058	20795058	-	0.0116	58
ENSMUSG00000004099	chr9	20931048	20936048	-	0.0154	77
ENSMUSG00000004100	chr9	20887676	20892676	+	0.0334	167
ENSMUSG00000004105	chr2	33229393	33234393	+	0.0114	57
ENSMUSG00000004110	chr1	154635116	154640116	-	0.0096	48
ENSMUSG00000004113	chr2	24681019	24686019	-	0.0084	42
ENSMUSG00000004127	chr3	138149134	138154134	+	0.0114	57
ENSMUSG00000004151	chr12	38822432	38827432	+	0.0096	48
ENSMUSG00000004187	chr15	76661918	76666918	+	0.0142	71
ENSMUSG00000004207	chr10	60287612	60292612	+	0.0132	66
ENSMUSG00000004221	chrX	74421072	74426072	+	0.0036	18
ENSMUSG00000004231	chr19	44794458	44799458	+	0.0118	59
ENSMUSG00000004233	chr3	99187627	99192627	+	0.0074	37
ENSMUSG00000004263	chr6	124747034	124752034	-	0.0162	81
ENSMUSG00000004264	chr6	124712143	124717143	+	0.0298	149
ENSMUSG00000004266	chr6	124727210	124732210	-	0.015	75
ENSMUSG00000004267	chr6	124762363	124767363	-	0.0164	82
ENSMUSG00000004268	chr6	124705631	124710631	-	0.0112	56
ENSMUSG00000004270	chr6	124681222	124686222	+	0.012	60
ENSMUSG00000004285	chr6	29466615	29471615	+	0.0164	82
ENSMUSG00000004296	chr11	44404548	44409548	+	0.01	50
ENSMUSG00000004317	chrX	7234084	7239084	-	0.0058	29
ENSMUSG00000004319	chr8	60944344	60949344	-	0.0048	24
ENSMUSG00000004328	chr7	17044467	17049467	-	0.0108	54
ENSMUSG00000004341	chr13	21313374	21318374	+	0.0096	48
ENSMUSG00000004344	chr13	21287080	21292080	-	0.0074	37
ENSMUSG00000004347	chr6	56316953	56321953	-	0.0054	27
ENSMUSG00000004356	chr10	88784205	88789205	-	0.0134	67
ENSMUSG00000004359	chr10	88677393	88682393	-	0.0094	47
ENSMUSG00000004360	chr10	29218692	29223692	+	0.0058	29
ENSMUSG00000004364	chr1	80300201	80305201	-	0.0046	23
ENSMUSG00000004366	chr16	23887712	23892712	-	0.0158	79
ENSMUSG00000004371	chr7	4775115	4780115	-	0.0246	123
ENSMUSG00000004383	chr8	73081569	73086569	-	0.0054	27
ENSMUSG00000004393	chr11	6260845	6265845	-	0.0156	78
ENSMUSG00000004394	chr11	6270119	6275119	-	0.023	115
ENSMUSG00000004415	chr5	136809984	136814984	-	0.014	70
ENSMUSG00000004446	chr6	120901891	120906891	-	0.0162	81
ENSMUSG00000004451	chr1	119485049	119490049	-	0.011	55
ENSMUSG00000004455	chr5	122164275	122169275	+	0.0124	62
ENSMUSG00000004460	chr16	22866239	22871239	+	0.0128	64
ENSMUSG00000004462	chr16	22832892	22837892	-	0.011	55
ENSMUSG00000004473	chr7	44302294	44307294	-	0.0258	129
ENSMUSG00000004500	chr7	12967537	12972537	+	0.0174	87
ENSMUSG00000004508	chr7	97192766	97197766	+	0.0038	19
ENSMUSG00000004530	chr5	113873097	113878097	-	0.0162	81
ENSMUSG00000004535	chr6	52737754	52742754	+	0.0056	28
ENSMUSG00000004540	chr7	18815272	18820272	-	0.0086	43
ENSMUSG00000004542	chr7	18791543	18796543	-	0.0084	42
ENSMUSG00000004552	chr1	131654405	131659405	+	0.0118	59
ENSMUSG00000004558	chr14	51907214	51912214	-	0.0166	83
ENSMUSG00000004561	chr14	51886440	51891440	+	0.0156	78
ENSMUSG00000004562	chr14	51992985	51997985	+	0.0216	108
ENSMUSG00000004565	chr8	3527325	3532325	+	0.0124	62
ENSMUSG00000004567	chr8	3505344	3510344	+	0.0084	42
ENSMUSG00000004568	chr8	3422303	3427303	+	0.0104	52
ENSMUSG00000004591	chr3	142833953	142838953	-	0.0056	28
ENSMUSG00000004609	chr7	43531822	43536822	-	0.0068	34
ENSMUSG00000004610	chr7	43448441	43453441	+	0.0124	62
ENSMUSG00000004612	chr7	43435161	43440161	+	0.0094	47
ENSMUSG00000004626	chr8	3634799	3639799	+	0.0138	69
ENSMUSG00000004630	chr8	3621958	3626958	-	0.0108	54
ENSMUSG00000004631	chr6	4708278	4713278	-	0.0078	39
ENSMUSG00000004633	chr6	54168182	54173182	+	0.0092	46
ENSMUSG00000004637	chr8	114893681	114898681	+	0.014	70
ENSMUSG00000004642	chr5	33641263	33646263	-	0.0092	46
ENSMUSG00000004651	chr7	87456641	87461641	-	0.0044	22
ENSMUSG00000004654	chr6	55379912	55384912	+	0.0082	41
ENSMUSG00000004655	chr6	55339993	55344993	+	0.014	70
ENSMUSG00000004661	chr9	57811073	57816073	-	0.0098	49
ENSMUSG00000004665	chr10	79989823	79994823	+	0.0212	106
ENSMUSG00000004667	chr10	80035372	80040372	-	0.027	135
ENSMUSG00000004668	chr11	9435600	9440600	+	0.0036	18
ENSMUSG00000004677	chr8	71314213	71319213	+	0.0068	34
ENSMUSG00000004698	chr12	34479837	34484837	-	0.0068	34
ENSMUSG00000004707	chr1	171595517	171600517	-	0.0066	33
ENSMUSG00000004709	chr1	171581969	171586969	+	0.0048	24
ENSMUSG00000004730	chr17	57418607	57423607	+	0.0042	21
ENSMUSG00000004748	chr11	4090962	4095962	-	0.0188	94
ENSMUSG00000004768	chr1	33728725	33733725	+	0.0104	52
ENSMUSG00000004771	chr9	64724028	64729028	-	0.0062	31
ENSMUSG00000004788	chr12	85220554	85225554	+	0.015	75
ENSMUSG00000004789	chr12	85120339	85125339	+	0.013	65
ENSMUSG00000004791	chr12	85169712	85174712	-	0.0144	72
ENSMUSG00000004798	chr11	61812861	61817861	-	0.0068	34
ENSMUSG00000004814	chr5	135568993	135573993	-	0.0128	64
ENSMUSG00000004815	chr5	108655682	108660682	-	0.0132	66
ENSMUSG00000004821	chr5	108783799	108788799	-	0.003	15
ENSMUSG00000004837	chr11	61660524	61665524	+	0.0132	66
ENSMUSG00000004842	chr16	65525258	65530258	+	0.0076	38
ENSMUSG00000004843	chr16	65548415	65553415	-	0.0106	53
ENSMUSG00000004846	chr5	136989333	136994333	+	0.023	115
ENSMUSG00000004849	chr5	137038064	137043064	-	0.0152	76
ENSMUSG00000004864	chr17	28771502	28776502	+	0.0138	69
ENSMUSG00000004865	chr17	28602584	28607584	-	0.0126	63
ENSMUSG00000004872	chr1	78146700	78151700	-	0.009	45
ENSMUSG00000004880	chr1	181826690	181831690	-	0.0108	54
ENSMUSG00000004885	chr3	87948521	87953521	+	0.0196	98
ENSMUSG00000004891	chr3	87973264	87978264	+	0.0098	49
ENSMUSG00000004892	chr3	87991380	87996380	-	0.0126	63
ENSMUSG00000004894	chr3	88022166	88027166	-	0.037	185
ENSMUSG00000004895	chr3	87869755	87874755	-	0.0072	36
ENSMUSG00000004896	chr3	87924159	87929159	-	0.0102	51
ENSMUSG00000004897	chr3	87908726	87913726	+	0.007	35
ENSMUSG00000004902	chr6	120781457	120786457	+	0.0088	44
ENSMUSG00000004929	chr10	81073797	81078797	+	0.02	100
ENSMUSG00000004931	chr10	81267603	81272603	+	0.025	125
ENSMUSG00000004933	chr10	81255650	81260650	+	0.0254	127
ENSMUSG00000004934	chr10	81158094	81163094	-	0.0102	51
ENSMUSG00000004936	chr9	64217200	64222200	-	0.0076	38
ENSMUSG00000004937	chr10	81049628	81054628	-	0.0132	66
ENSMUSG00000004939	chr10	81197610	81202610	-	0.0172	86
ENSMUSG00000004945	chr17	5423064	5428064	-	0.01	50
ENSMUSG00000004947	chr5	136011336	136016336	+	0.0166	83
ENSMUSG00000004948	chr5	135981861	135986861	+	0.0132	66
ENSMUSG00000004951	chr5	135886241	135891241	+	0.0276	138
ENSMUSG00000004952	chr5	136095388	136100388	+	0.0126	63
ENSMUSG00000004961	chr7	4541153	4546153	-	0.0148	74
ENSMUSG00000004980	chr6	51462913	51467913	-	0.0054	27
ENSMUSG00000004988	chr6	117933125	117938125	-	0.0104	52
ENSMUSG00000004994	chr8	84261587	84266587	-	0.0142	71
ENSMUSG00000004996	chr8	84251116	84256116	-	0.0146	73
ENSMUSG00000005034	chr3	146768782	146773782	-	0.0104	52
ENSMUSG00000005043	chr11	119346980	119351980	-	0.014	70
ENSMUSG00000005045	chr4	152361922	152366922	+	0.0216	108
ENSMUSG00000005054	chr10	78424145	78429145	+	0.0204	102
ENSMUSG00000005057	chr5	136229851	136234851	-	0.022	110
ENSMUSG00000005069	chr6	124403441	124408441	-	0.012	60
ENSMUSG00000005078	chr12	72091025	72096025	+	0.0168	84
ENSMUSG00000005087	chr2	102853903	102858903	-	0.0052	26
ENSMUSG00000005089	chr2	102722221	102727221	+	0.0072	36
ENSMUSG00000005102	chr2	118429426	118434426	+	0.0154	77
ENSMUSG00000005103	chr5	38542517	38547517	-	0.007	35
ENSMUSG00000005107	chr5	38423708	38428708	-	0.0098	49
ENSMUSG00000005124	chr15	66904760	66909760	+	0.0078	39
ENSMUSG00000005125	chr15	66946980	66951980	-	0.0066	33
ENSMUSG00000005131	chr9	53415863	53420863	+	0.0042	21
ENSMUSG00000005142	chr8	85088276	85093276	+	0.0148	74
ENSMUSG00000005148	chr14	99304363	99309363	+	0.0132	66
ENSMUSG00000005150	chr8	85075670	85080670	-	0.0178	89
ENSMUSG00000005161	chr8	84969710	84974710	+	0.0154	77
ENSMUSG00000005198	chr11	69743817	69748817	-	0.0144	72
ENSMUSG00000005202	chr11	69613854	69618854	-	0.016	80
ENSMUSG00000005204	chr11	69675099	69680099	-	0.009	45
ENSMUSG00000005220	chr5	72399749	72404749	-	0.0142	71
ENSMUSG00000005225	chr6	54617975	54622975	+	0.0088	44
ENSMUSG00000005232	chr2	69216957	69221957	+	0.01	50
ENSMUSG00000005233	chr2	69197544	69202544	-	0.011	55
ENSMUSG00000005237	chr11	69482459	69487459	-	0.0164	82
ENSMUSG00000005251	chr16	97750335	97755335	-	0.0092	46
ENSMUSG00000005262	chr16	18821020	18826020	+	0.0066	33
ENSMUSG00000005267	chr11	62713630	62718630	-	0.015	75
ENSMUSG00000005268	chr15	10260709	10265709	+	0.0096	48
